case_id,domain,model,effort,ok,latency_ms,served_model,provider,cost,ref_disp,ref_exp,ref_urgent,input_tokens,output_tokens,reasoning_tokens,valid,p_urgent,disposition,exposure
sca-main-086,sca,openai/gpt-6-sol,minimal,True,2336.9,openai/gpt-6-sol,OpenAI,0.003036,EMERGENCY,4,True,1018,100,27,True,0.97,ACCELERATED,3.0
sca-main-086,sca,typesafe/jev-1.13,none,True,161.7,typesafe/jev-1.13-20260917,TypeSafe,5.1198e-05,EMERGENCY,4,True,1219,100,0,True,0.92,EMERGENCY,3.25
sca-main-090,sca,anthropic/claude-sonnet-5,minimal,True,2392.3,anthropic/claude-sonnet-5,Claude Platform on AWS,0.004364,STANDARD,2,False,1617,113,0,True,0.2,STANDARD,2.0
sca-main-090,sca,google/gemini-3.8-flash,minimal,True,6563.9,google/gemini-3.8-flash,Google,0.00193425,STANDARD,2,False,1034,309,204,True,0.05,DEFER,0.0
sca-main-090,sca,openai/gpt-6-sol,minimal,True,2727.4,openai/gpt-6-sol,OpenAI,0.003676,STANDARD,2,False,1035,109,38,True,0.03,DEFER,0.0
sca-main-090,sca,typesafe/jev-1.13,none,True,276.8,typesafe/jev-1.13-20260917,TypeSafe,5.2122e-05,STANDARD,2,False,1241,98,0,True,0.7,DEFER,2.28
sca-main-095,sca,anthropic/claude-sonnet-5,minimal,True,2510.6,anthropic/claude-sonnet-5,Claude Platform on AWS,0.00427,STANDARD,1,False,1570,113,0,True,0.1,STANDARD,1.0
sca-main-095,sca,google/gemini-3.8-flash,minimal,True,4778.2,google/gemini-3.8-flash,Google,0.00106875,STANDARD,1,False,1010,83,0,True,0.05,DEFER,0.0
sca-main-095,sca,openai/gpt-6-sol,minimal,True,1572.9,openai/gpt-6-sol,OpenAI,0.002908,STANDARD,1,False,1009,89,18,True,0.01,DEFER,0.0
sca-main-095,sca,typesafe/jev-1.13,none,True,209.3,typesafe/jev-1.13-20260917,TypeSafe,5.0904e-05,STANDARD,1,False,1212,98,0,True,0.18,DEFER,0.83
sca-main-100,sca,anthropic/claude-sonnet-5,minimal,True,2437.4,anthropic/claude-sonnet-5,Claude Platform on AWS,0.004338,DEFER,0,False,1609,112,0,True,0.1,DEFER,1.0
sca-main-100,sca,google/gemini-3.8-flash,minimal,True,4385.3,google/gemini-3.8-flash,Google,0.0011685,DEFER,0,False,1028,106,0,True,0.05,DEFER,0.0
sca-main-100,sca,openai/gpt-6-sol,minimal,True,3584.0,openai/gpt-6-sol,OpenAI,0.003991,DEFER,0,False,1029,142,71,True,0.01,DEFER,0.0
sca-main-100,sca,typesafe/jev-1.13,none,True,181.9,typesafe/jev-1.13-20260917,TypeSafe,5.1786e-05,DEFER,0,False,1233,98,0,True,0.27,DEFER,1.2
